Bank,State,City,Branch,Address,Pincode,Latitude,Longitude
Aadhar Housing,Telangana,Nagarkurnool,None,"Aadhar Housing Finance Ltd. 1st Floor, No.20, 182/2/B/A/1, Main Road, opp. APSRTC Bus Depo, Nagarkurnool, Telangana 509209",509209,,
Aadhar Housing,Tamil nadu,Thanjavur,None,"Aadhar Housing Finance Ltd. No.130/1143, 1st Flr, Kalyani Complex, East Main Street, Rajakrisnapuram, Above Kasi Electrics Co,Thanjavur-613001",613001,,
Aadhar Housing,Rajasthan,Ajmer,None,"Aadhar Housing Finance Ltd. A.M.C. No. 905/52 (New)/1881 (Old), Plot No. 14, 2nd Floor, Opp. Chopati Ana-Sagar Circle Road, Ajmer - 305001",305001,,
Aadhar Housing,Uttar Pradesh,Raebareli,None,"Aadhar Housing Finance Ltd. Office No- 563/1, Zameer Complex,1st Floor, Ahmadpur Nazool Road, Near State bank of India, Raebareli- 229001",229001,,
Aadhar Housing,Maharastra,Badlapur,None,"Aadhar Housing Finance Ltd. No B 201 and 202, 2nd Floor, Deodhar Market, Bazarpeth, Sarvodaynagar, Manjarli, Badlapur, Maharashtra 421503",421503,,
Aadhar Housing,Chhattisgarh,Mahasamund,None,"Aadhar Housing Finance Ltd. 2nd Floor, Raipur Road, Beside Bank of Maharashtra,Mahasamund-493445",493445,,
Aadhar Housing,Tamil nadu,Madurai,None,"Aadhar Housing Finance Ltd. Door No.409/1,No.Plot-409, First Floor,Sethu Arcade, Aringar Anna Nagar, 7th East Street, Part, Shatamangalam Village, Ward No.34, Madurai North Taluk, Madurai-625020",625020,,
Aadhar Housing,Tamil nadu,Sivagangai,None,"Aadhar Housing Finance Ltd. Ground FloorNo.122/10,Canara Bank back side  KVA Complex,Madurai Main Road,  Sivagangai,Tamilnadu 630561",630561,,
Aadhar Housing,Maharastra,Shrirampur,None,"Aadhar Housing Finance Ltd. Second Floor, Weston Heights, No. 202, Chhatrapati Shivaji Maharaj Rd, near Nagarpalika, Shrirampur, Maharashtra 413709",413709,,
Aadhar Housing,Gujarat,Upleta,None,"Aadhar Housing Finance Ltd. 203, Maruti chambers, Jawahar Chowk, Near Bappa Sitaram Chowk, Upleta- 360490",360490,,
Aadhar Housing,Gujarat,Unjha,None,"Aadhar Housing Finance Ltd.1st floor, Shop number FF8&FF9, Samay Arcade, New revenue Survey no. 6/5/67/1,F.P No 130,T.P No 5, Patan road, Unjha - 384170",384170,,
Aadhar Housing,Madhya Pradesh,Biaora,None,"Aadhar Housing Finance Ltd. Guptaji Building, 1St Floor, Ward No.07,OLD A B Road, Near Axis Bank, Vishwanath Colony, Bakhatpura Biaora-465674",465674,,
Aadhar Housing,Tamil nadu,Kumbakonam,None,"Aadhar Housing Finance Ltd. No. 2 and 3, 1st Floor, Premier Towers, Lakshmi Vilas Street, Anna Nagar, Near Anbu Hospital,Kumbakonam-612001",612001,,
Aadhar Housing,Punjab,Hoshiarpur,None,"Aadhar Housing Finance Ltd. 3rd Floor, The Mall Complex, Suteri Road, Hoshiarpur, Punjab-146001",146001,,
Aadhar Housing,West bengal,Howrah,None,"Aadhar Housing Finance Ltd. Krishna Enclave, No 2/1, 3rd Floor, Bhajanlal Lohia Lane, near AC Market, Howrah, West Bengal 711101",711101,,
Aadhar Housing,Andra Pradesh,Anantapur,None,"Aadhar Housing Finance Ltd. Aishwarya Towers, Door No. 9-150, 2nd Floor, Near Tower Clock, Subhash Road, Anantapuram-515001",515001,,
Aadhar Housing,Karnataka,Nelamangala,None,"Aadhar Housing Finance Ltd. No. 658/A, 1st Floor, BH Road, Nelamangala Town, Near Honda Showroom,Nagarur-562123",562123,,
Aadhar Housing,Delhi,Uttam Nagar,None,"Aadhar Housing Finance Ltd.3rd Floor, S.S. Motors Building, 274 Nawada, Opposite Metro Pillar No. 715,Uttam Nagar, Delhi-110059.",110059,,
Aadhar Housing,Kerala,Calicut,None,"Aadhar Housing Finance Ltd. 3/554 N, N1, Second Floor, Sana Complex, Wayanad Road, East Nadakkavu, Calicut-673011.",673011,,
Aadhar Housing,Uttar Pradesh,Hapur,None,"Aadhar Housing Finance Ltd. No.4, 2nd Floor, Namah By Emanante Bldg, Delhi Road, Jasrup Nagar,Hapur-245101",245101,,
Aadhar Housing,Maharastra,Malegaon,None,"Aadhar Housing Finance Ltd. Office No.17, 1st Floor, Meera Enclave Opp Yashari Compound, Satana Road, Malegoan 423203.",423203,,
Aadhar Housing,West bengal,Jalpaiguri,None,"Aadhar Housing Finance Ltd. Holding No-31/250, 2nd Floor, L.R. Khatian No. 1421, RS Plot No- 354, LR Plot No-575, Old LIC Building, Opp. HDFC Bank, Ward No-06, Kadamtala Main Road, Jalpaiguri -735101",735101,,
Aadhar Housing,Delhi,Shakti Nagar,None,"Aadhar Housing Finance Ltd. Property No. 25/150, Block – 25, Near Apni Dukan and OM Di Hatti, Shakti Nagar, Dist. Central Delhi, Delhi - 110007",110007,,
Aadhar Housing,Gujarat,Viramgam,None,"Aadhar Housing Finance Ltd.1st Floor, Shop No.117, Avadh Complex, Viramgam Bechraji Road, Viramgam, Gujarat-382150",382150,,
Aadhar Housing,Uttar Pradesh,Varanasi Pahadiya,None,"Aadhar Housing Finance Ltd. 2nd Flr, Baba Amarnath Complex, Gautam Buddha Rajpath Rd, Paharia, Opposite Srijan Hospital,Varanasi-221007",221007,,
Aadhar Housing,Madhya Pradesh,Rewa,None,"Aadhar Housing Finance Ltd. No. 392/11, Mitra Heights, College Rd, Hedgewar Nagar, Narendra Nagar, Nr. John Tower,Rewa-486001",486001,,
Aadhar Housing,Tamil nadu,Villupuram,None,"Aadhar Housing Finance Ltd. 1st Flr, No. 43B/1-13A, Hospital Rd, near SBI Agri Bank, Fathima Layout, Viluppuram, Tamil Nadu 605602",605602,,
Aadhar Housing,Rajasthan,Chittorgarh,None,"Aadhar Housing Finance Ltd. No. 2585, P. No 3,Maharana Setu Marg, Kailash Nagar, Above COBE,Chittorgarh-312001",312001,,
Aadhar Housing,Gujarat,Bodeli,None,"Aadhar Housing Finance Ltd. Property No.14, 1st Floor, Agarwal Complex, Dabhoi road, Bodeli- 391135, Gujrat",391135,,
Aadhar Housing,Rajasthan,Churu,None,"Aadhar Housing Finance Ltd. Ground Floor, Rajpath, No. A-35, Financial Tower, Keshav Path, Sainik Basti, Churu, Rajasthan 331001",331001,,
Aadhar Housing,Maharastra,Bhandara,None,"Aadhar Housing Finance Ltd. 2nd Floor, Main Road, MSEB Colony, Near Canara Bank Atm,Bhandara-441904",441904,,
Aadhar Housing,Telangana,Peddapalli,None,"Aadhar Housing Finance Ltd. H.No. 4-1-104/A, 2nd Floor, Masjid Road, IDFC First Bank Lane, Peddapalli Mandal - Telangana - 505172",505172,,
Aadhar Housing,Uttar Pradesh,Lucknow,None,"Aadhar Housing Finance Ltd.B-2/6,D-2/23 - D-2/25,1st Floor, Vishwasheel Complex, Vibhuti Khand, Gomati Nagar, Lucknow-226010.",226010,,
Aadhar Housing,Uttar Pradesh,Moradabad,None,"Aadhar Housing Finance Ltd. Shop No 6, 1st Floor, Mittal Complex, Delhi Rd, opposite Spring Field, Majhola, Moradabad, Uttar Pradesh 244001",244001,,
Aadhar Housing,Punjab,Patiala,None,"Aadhar Housing Finance Ltd. B17/423, 2nd Flr, Sethi cplx, Lower Mall, Chowk, Modi College Rd, opposite Polo ground, Baradari, Patiala, Punjab 147001",147001,,
Aadhar Housing,West bengal,Asansol,None,"Aadhar Housing Finance Ltd. Unit No.203,2nd Floor,Chatterjjee Plaza, GT Road, Rambandhu Tala, Ward No.43, Asansol, West Bengal-713303",713303,,
Aadhar Housing,Delhi,Govind Puri,None,"Aadhar Housing Finance Ltd. No. 1046, 3rd Flr, Gali No. 9, Govind puri, Above Domion's, New Delhi-110019",110019,,
Aadhar Housing,Andra Pradesh,Guntur,None,"Aadhar Housing Finance Ltd. 4-1-1, 3rd Floor, Gayatri Plaza Koretipadu, Rd, Lakshmipuram, Ashok Nagar, Guntur, Andhra Pradesh 522007",522007,,
Aadhar Housing,West bengal,Kolkata,None,"Aadhar Housing Finance Ltd. Office No.1 E, on 1st Floor, Situated at Premises no.2, Govind Bhawan, BiplabiTrailokya Maharaj Sarani (Braboune Road),Kolkata-700001",700001,,
Aadhar Housing,Karnataka,Bangalore Zonal,None,"Aadhar Housing Finance Ltd. No. 3, JVT Towers, 1st and 2nd floor, 8th A Main Road, S.R Nagar Bengaluru 560027",560027,,
Aadhar Housing,Maharastra,Beed,None,"Aadhar Housing Finance Ltd. No-1-3-3871,North Part Hall-6,3rd Floor, Misal Tower, Opp District Court, Nagar Road,Beed-431122,Maharashtra",431122,,
Aadhar Housing,Uttar Pradesh,Maharajganj,None,"Aadhar Housing Finance Ltd. Gayatri Sadan, 2nd Floor, Shashtri Nagar, Maharajganj, Uttarpradesh-273303",273303,,
Aadhar Housing,Andra Pradesh,Chittoor,None,"Aadhar Housing Finance Ltd. No. 22-411, 1, Muruganpalli Rd, near Union Bank, Kameswar Nagar, Muruganpalli, Chittoor, Andhra Pradesh 517001",517001,,
Aadhar Housing,Telangana,Siddipet,None,"Aadhar Housing Finance Ltd. H.No.19-25/2, 2nd Floor, BJR X Road, Bhavani Nagar, Hyderabad Road, Siddipet - Telangana-502101",502101,,
Aadhar Housing,Gujarat,Dhanduka,None,"Aadhar Housing Finance Ltd. RS No. 205, Block A, C.S No.2620, Shop No.121 and 122, 1st floor, Corporate Plaza, A Collage road, Dhanduka - 382466",382466,,
Aadhar Housing,Karnataka,Haveri,None,"Aadhar Housing Finance Ltd. No. 3346/A, 1st Floor, Nilamma Arcade, Pune Bangalore Road, Vidya Nagar, Near Bus Stand,Haveri-581110",581110,,
Aadhar Housing,Uttar Pradesh,Gorakhpur,None,"Aadhar Housing Finance Ltd. Shop No. 3, 0122C, Daudpur, Near Deoria Bypass, Gorakhpur - 273001.",273001,,
Aadhar Housing,Madhya Pradesh,Nagda,None,"Aadhar Housing Finance Ltd. Plot No- 579, Kavi Natvarlal Snehi Marg (Mahitpur Road), Nagda Junction -  456335",456335,,
Aadhar Housing,Telangana,Uppal,None,"Aadhar Housing Finance Ltd. No.1/11, 2nd Floor, NVSR Towers, Main Road, Medipally,Hyderabad-500098",500098,,
Aadhar Housing,Delhi,Palam,None,"Aadhar Housing Finance Ltd. Khasra No.73,1st Floor, Property No. RZ-D-8/1 Vill Nasirpur, Palam- Dabri Marg, Mahavir Enclave, New Delhi-111045",111045,,
Aadhar Housing,Karnataka,Jayanagar,None,"Aadhar Housing Finance Ltd. No. 180, 2nd Floor,5th Main Rd, Jayanagar, Near Police Station,Bengaluru-560011",560011,,
Aadhar Housing,Uttrakhand,Kashipur,None,"Aadhar Housing Finance Ltd. 1st Floor, Ramnagar Rd, near Chamunda Hospital, Kashipur, Uttarakhand 244713",244713,,
Aadhar Housing,West bengal,Barrackpore,None,"Aadhar Housing Finance Ltd. No.190/2, 2nd Floor, Barasat Road, Chakraborty Para,Barrackpore-700122",700122,,
Aadhar Housing,Uttar Pradesh,Ghazipur,None,"Aadhar Housing Finance Ltd. 62, 1st floor, H Phullanpur, station road, Gazipur, Uttar Pradesh - 233001",233001,,
Aadhar Housing,Rajasthan,Bilara,None,"Aadhar Housing Finance Ltd. No. 04, Ground Floor, Hambron Ki Bavdi, Bilara, Opposite Poliyawas School,Jodhpur-342602",342602,,
Aadhar Housing,Karnataka,Belgaum,None,"Aadhar Housing Finance Ltd. No. 10632, No. A2/3, Mujawar Arcade, PB Road, Nehru Nagar,Belgaum-590010",590010,,
Aadhar Housing,Gujarat,Vapi,None,"Aadhar Housing Finance Ltd.Girnar Khushboo Plaza, P/551/552 and 597, plot no 209 opposite Vishal Mega Mart, Phase 2, GIDC, Vapi, Gujarat 396195",396195,,
Aadhar Housing,Tamil nadu,Kovilpatti,None,"Aadhar Housing Finance Ltd. 135/24, 1st floor, Opp Kamarajar Statue, Main Road Kovilpatti - 628501",628501,,
Aadhar Housing,Gujarat,Ahmedabad - Narol,None,"Aadhar Housing Finance Ltd. Shop No.507 and 508, 5th Floor, Shyam Business Hub, Narol Road,  Near Mukesh Industries, Narol Ahmedabad- 382443",382443,,
Aadhar Housing,Andra Pradesh,Vijayawada,None,"Aadhar Housing Finance Ltd. No. 59A-1-3, 3rd Floor, Municipal Corporation,Main Benz Circle Road,Near Burger King,Vijayawada-500008",500008,,
Aadhar Housing,Gujarat,Ankleshwar,None,"Aadhar Housing Finance Ltd. Shop B-63,1st Floor, Signature Galleria,B-wing B/S Uma Bhavan, Near Mahavir turning point, OLD NH-8, Ankleshwar , Dist- Bharuch,Gujarat-393001",393001,,
Aadhar Housing,Madhya Pradesh,Bhopal RO,None,"Aadhar Housing Finance Ltd. Office No.1, Plot No. 200, 1 st Floor, Jyoti Cineplex, M.P. Nagar, Zone-1 Bhopal-462001.",462001,,
Aadhar Housing,Madhya Pradesh,Shujalpur,None,"Aadhar Housing Finance Ltd. No. 17, 1st Floor, Mahatma Gandhi Marg, Shankar Nagar Colony, Near Petrol Pump,Shujalpur-465333",465333,,
Aadhar Housing,Madhya Pradesh,Neemuch,None,"Aadhar Housing Finance Ltd. Ground Floor, Vallabh Bhavan 6, Vikas Nagar, Ambedkar Nagar, Neemuch-458441.",458441,,
Aadhar Housing,Madhya Pradesh,Khandwa,None,"Aadhar Housing Finance Ltd. Plot No 1, Indore Road, Shri Nagar Colony,Khandwa-450001",450001,,
Aadhar Housing,Punjab,Ludhiana-Chandigarh Road,None,"Aadhar Housing Finance Ltd. 34/C, Fortune Tower, Ph 3, Ludhiana - Chandigarh NH, Urban Estate, Dhandari Kalan, Ludhiana, Punjab 141001",141001,,
Aadhar Housing,Delhi,Bhajanpura,None,"Aadhar Housing Finance Ltd. 2nd floor, Plot No C-21, C Block Main Road, Near Bhajanpura Petrol Pump, Maln Wazirabad Road, North East District, Bhajanpuar, Delhi-110053",110053,,
Aadhar Housing,Gujarat,Bayad,None,"Aadhar Housing Finance Ltd. No.35, Ground Floor, Shreeji Dada Complex, Dehagam Bayad Road, Near Market Yard,BAYAD-383325",383325,,
Aadhar Housing,Rajasthan,Bijainagar,None,"Aadhar Housing Finance Ltd. Shree Dev Complex, First Floor, Bijaynagar, Ajmer,Rajasthan-313027",313027,,
Aadhar Housing,Maharastra,Kalyan,None,"Aadhar Housing Finance Ltd. Office No.401, 4th Floor, Bldg No.3, Sarvoday Enclaves, Opp Ramdev Hotel, Agra Road, Sahajanand Chowk, Kalyan West,Thane-421202.",421202,,
Aadhar Housing,Tamil nadu,Theni,None,"Aadhar Housing Finance Ltd. No.442M,1st Floor, Hotel Thatti Vilas Mansion, Opp Convent School, Periyakulam Road,Allinagaram,Theni-625531",625531,,
Aadhar Housing,Andra Pradesh,Hindupur,None,"Aadhar Housing Finance Ltd. 1st Floor, No 19-1-11, MF Rd, Satyanarayana Peta, Mukkidipeta, Hindupuram, Andhra Pradesh 515201",515201,,
Aadhar Housing,Karnataka,Sindhanur,None,"Aadhar Housing Finance Ltd. SRS Complex, No. 5/1/596 and 597, near Bus Stand, Venkateshwara Colony, Sindhanur, Karnataka 584128",584128,,
Aadhar Housing,Gujarat,Bharuch,None,"Aadhar Housing Finance Ltd. No. 510, Golden Square, 5th Floor,ABC Circle, Bholav,Bharuch-392001",392001,,
Aadhar Housing,Uttar Pradesh,Gonda,None,"Aadhar Housing Finance Ltd. 1st floor, Uttam Tower C/O Dharshan Tayers Janki Nagar near Navin Galla, Mandi Bahraich Road Gonda, Uttar Pradesh -271002",271002,,
Aadhar Housing,Puducherry,Puducherry,None,"Aadhar Housing Finance Ltd. Old No.36, New Door No.92, Second Floor, Mahatma Gandhi Road, Puducherry Revenue Village, Ward-C, Block-10,Patta no.1425, Near Eswaran koil Street, Pondicherry-605001",605001,,
Aadhar Housing,Gujarat,Amreli,None,"Aadhar Housing Finance Ltd. 2nd Floor, Safari Plaza Bhagwati Chowk, opposite Angel Cinema, Manekpara, Amreli, Gujarat 365601",365601,,
Aadhar Housing,Madhya Pradesh,Shajapur,None,"Aadhar Housing Finance Ltd. Hat Maidan Road, Ground Floor, Survey No- 37,38,39, Near Garasia Ghat Mandir, Beside Ugro Finance, Shajapur - 465001",465001,,
Aadhar Housing,Haryana,Palwal,None,"Aadhar Housing Finance Ltd. First Floor, Dharam Nagar, Opposite Jain Mandir, Old GT Road, Palwal, Haryana-121102",121102,,
Aadhar Housing,Maharastra,Hinjewadi,None,"Aadhar Housing Finance Ltd. Office No.401, 4th Floor, ANP Landmark, Survey No.89, Hinjewadi-Wakad Road, Near Bhumkar Chowk, Taluka Mulshi, Wakad. 411057",411057,,
Aadhar Housing,Gujarat,Khambhalia,None,"Aadhar Housing Finance Ltd. Shop no.6, First Floor, Shivam Complex, Near Gojiya Engineering, Railway Station Road, Khambhalia - 361305",361305,,
Aadhar Housing,Uttar Pradesh,Modinagar,None,"Aadhar Housing Finance Ltd. Diwan Building, Shop No 16, 2nd Floor,  NH 58, near TRM Public School, Modinagar, Uttar Pradesh 212004",212004,,
Aadhar Housing,Madhya Pradesh,Betul,None,"Aadhar Housing Finance Ltd. No. 3, 1st Floor, Raj Keshari Building, Gurudwara Road, Ganj, Near TVS Showroom,Betul-460001",460001,,
Aadhar Housing,Haryana,Kaithal,None,"Aadhar Housing Finance Ltd. 2nd Floor, Opp. Easy Day, Dhand Road, Kaithal - 136027(Haryana)",136027,,
Aadhar Housing,Uttar Pradesh,Ballia,None,"Aadhar Housing Finance Ltd. 2nd Floor, Chitu Panday Chauraha, Kathal Nala,Ballia-277001",277001,,
Aadhar Housing,Maharastra,Pune Katraj,None,"Aadhar Housing Finance Ltd. Office No.201, 2nd Floor, Netcheck House, Katraj-Dehuroad Bypass, Ambegaon Budruk, S.no.6/10, Pune-411046",411046,,
