Bank,State,City,Branch,Address,Pincode,Latitude,Longitude
Federal Bank,MAHARASHTRA,Mumbai Suburban,Mumbai/ Mahavir Nagar (Kandivili West),"Shop No.2, Ground Floor, Konark Elegance, J-24 Mahavir Nagar CHS Ltd., CTS No. 128/1, Mahavir Nagar, Kandivali West",400067.0,,
Federal Bank,KERALA,Ernakulam,NEDUMBASSERY EXTENSION COUNTER,"CIAL Extension Counter Domestic Arrival, Terminal 1 Cochin International Airport Ltd Nedumbassery",683111.0,,
Federal Bank,BIHAR,Muzaffarpur,Muzaffarpur,"Chakia House, Imlichatti Muzaffarpur PO Muzaffarpur Dist Bihar",,,
Federal Bank,MAHARASHTRA,Mumbai City,MUMBAI / MALAD WEST,"Shop No. 1 & 2, Link House, Chincholi Bunder, Link Road Opposite Ichapurti Hanuman Mandir Malad West, Mumbai 400064",400064.0,,
Federal Bank,KERALA,Idukki,ERATTAYAR,"ERATTAYAR, ERATTAYAR.P.O, KATTAPPANA",685514.0,,
Federal Bank,KARNATAKA,Dakshina Kannada,KADABA,"Ground Floor, Anugraha Complex Main Road, Kadaba Dakshina Kannada District Karnataka",574221.0,,
Federal Bank,PUNJAB,Fatehgarh Saheb,SIRHIND,"Ward No.10, Baba Fateh Singh Nagar, Near Aam Khas, Bagh Road, Fatehgarh Sahib, Sirhind Punjab – 140406",,,
Federal Bank,KERALA,Thrissur,PANNITHADAM,"6/6,A.H. Shopping Point Kunnamkulam - Wadakkanchery Road,Chiramanangad P.O Pannithadom - 680604 Thrissur Dt., Kerala.",680604.0,,
Federal Bank,TAMILNADU,Villupuram,Kilpudupattu,"No.9, ECR Road, Ganapathichettikulam Bus stop, Kilpudupattu, Marakanam Taluk, Villupuram District, Tamil Nadu, VILLUPURAM, Tamilnadu, 605014",605014.0,,
Federal Bank,TAMILNADU,Kancheepuram,CHENGALPATTU,"113A, G.S.T ROAD, OPP. SARADHA LODGE, CHENGALPATTU, KANCHEEPURAM, TAMIL NADU",603001.0,,
Federal Bank,TAMILNADU,Tiruchirappalli,TIRUCHIRAPALLY,"75 E/1 ,SALAI ROAD ,THILLAI NAGAR,OPP TO KANNAPA HOTEL,TIRUCHIRAPPALLY",620018.0,,
Federal Bank,KARNATAKA,Bangalore Rural,CHANNAPATNA,"ANUGRAHA TOWERS, 8TH CROSS, B M ROAD, KUVEMPUNAGAR, CHANNAPATNA, BANGALORE RURAL, KARNATAKA",571501.0,,
Federal Bank,ANDHRA PRADESH,Guntur,Budampadu,"The Federal Bank Ltd D No 165/A4, Budampadu Village Near Ramalayam, Guntur Rural-522017",,,
Federal Bank,TAMILNADU,Vellore,RANIPET,"No.136, SKT Complex, MBT Road, Muthukadai, Ranipet 632401",632401.0,,
Federal Bank,ANDHRA PRADESH,Krishna,Machilipatnam,"10/393-1A, Beside Vani Bakery, Balaramunipet, Srinivas Nagar,Colony, Machilipatnam, Andhra Pradesh, Krishna, Andhra Pradesh, 521001",521001.0,,
Federal Bank,TAMILNADU,Tiruppur,Thonguttipalayam,"Door No 2/3, Peruntholuvu - Alagumalai Main Road, Thonguttipalayam Village, Tiruppur District, Tamil Nadu 641665",641665.0,,
Federal Bank,KERALA,Malappuram,CHEMMAD,"MAJESTIC TOWER, PARAPPANANGADI ROAD, TIRURANGADI P.O, CHEMMAD, MALAPPURAM, KERALA",676306.0,,
Federal Bank,KERALA,Palakkad,KOTTOPPADAM,"Winner Arcade, Melattur- Mannarkkad Road, Palakkad, Kerala, 678583",678583.0,,
Federal Bank,KERALA,Ernakulam,Fintech Partnerships (Jupiter),"Ground Floor, Integated Startup Complex, Kinfra Hitech Park, HMT Colony, Near Kalamassery Medical College, ErnakulamKerala",683503.0,,
Federal Bank,KERALA,Alappuzha,CHEPPAD,"Opposite Christ King Higher Secondary School, National Highway, Cheppad P O, Alappuzha District, Kerala – 690507",690507.0,,
Federal Bank,KARNATAKA,Kolar,Kolar,"Ground Floor, PID 24-1-15-14D, Opp to Kuvempu Park, Antharagange Road, Keelukote Layout, Kolar, Karnataka, Kolar, Karnataka, 563101",563101.0,,
Federal Bank,UTTAR PRADESH,Ghaziabad,Ghaziabad/Vaishali,"Express Greens, Plot No.GH 1/1, Sector 1 , Vaishali,Ghaziabad,Uttar Pradesh",201010.0,,
Federal Bank,KERALA,Pathanamthitta,KONNI,"Roy Mannikkoikkal’s Zion, Mammode, Konni, Kerala- 689691",689691.0,,
Federal Bank,KERALA,Idukki,PUTTADI,"BANK JUNCTION, PUTTADI, VANDANMEDU, IDUKKI, KERALA",685551.0,,
Federal Bank,KERALA,Kasaragod,NILESHWAR,Krishna Arcade Raja Road Nileshwar Kasargode 671 314,671314.0,,
Federal Bank,KERALA,Palakkad,NEMMARA,"LAKSHMI COMPLEX, OPP. TO BUS STAND, NEMMARA P.O, PALAKKAD, KERALA",678508.0,,
Federal Bank,KERALA,Idukki,KATTAPPANA,"HILLSON PLAZA, IDUKKI KAVALA, KATTAPPANA, KERALA",685508.0,,
Federal Bank,MAHARASHTRA,Pune,PUNE BIBVEWADI,"Unit no. 3, Upper ground floor, CRU Mall, S. no. 588/ 2B, Main Gangadham Road, Opp. Gagan Vihar Society",411037.0,,
Federal Bank,GUJARAT,Rajkot,Rajkot/ Ayodhya Chowk,"Shop No.1, GF, The Spire-2 Building, Near Sheetal Park Chowk, 150 feet Ring Road, Rajkot, Gujarat, Rajkot, Gujarat, 360007",360007.0,,
Federal Bank,TELANGANA,Hyderabad,Hyderabad/ Somajiguda,"S No. 2&3, Ground Floor, Shanti Shikara Complex, Somajiguda, Raj Bhavan Road Hyderabad",500082.0,,
Federal Bank,KARNATAKA,Bangalore Rural,Hirandahalli,"Sy. No.81/1, Hirandahalli Main Road, Opp. Aswathakatte, Virgonagar P O,Bangalore,Karnataka",560049.0,,
Federal Bank,BIHAR,Patna,PATNA,"D C House, Jamal Road, Opp Sub Post Office, Patna, Bihar",800001.0,,
Federal Bank,ASSAM,Dibrugarh,DIBRUGARH,"Federal Bank Ltd., Dibrugarh Branch, Near Rajiv Bhawan, Mancotta Road, Dibrugarh 786001",786001.0,,
Federal Bank,KERALA,Kozhikode,KOZHIKODE,"P B NO. 1114, CHEROOTTY ROAD, BEACH ROAD, KOZHIKODE, KERALA",673032.0,,
Federal Bank,KERALA,Ernakulam,UDAYAMPEROOR,"10/16 D, Ist Floor, Brothers Building, Valiakulam, Manakunnam Village, Udayamperoor, Ernakulam Dist.",682307.0,,
Federal Bank,MAHARASHTRA,Kolhapur,Shirati,"H.No. 304, Hasur Road, Shirati,Kolhapur,Maharshtra",416103.0,,
Federal Bank,KERALA,Palakkad,ALATHUR,"A R Mall, Swathi Nagar, Court Road Alathur P O, Palakkad Dist.",678541.0,,
Federal Bank,KERALA,Alappuzha,Carmel Extension Counter,Carmel Poly Technic College Punnapra P O Alappuzha Dist Kerala,688004.0,,
Federal Bank,TAMILNADU,Dindigul,Sivagiripatti (Palani),"Plot No.24,Dindigul Main Road, Sivagiripatti, Palani, Tamil Nadu, Dindigul, Tamilnadu, 624601",624601.0,,
Federal Bank,KERALA,Kasaragod,Cherkala,"Building #466 H, 466 I , 466, Berka Road ,Cherkala, Chengala Post, Kasaragod, Kerala, 671541",671541.0,,
Federal Bank,KERALA,Kozhikode,Kozhikode/ Puthiyara,"Aroosa Plaza, Stadium-Puthiyara Road , Puthiyara,Kozhikode-673004",673004.0,,
Federal Bank,MAHARASHTRA,Nagpur,Nagpur/ Wardha Road,"NKY Towers, Ajani Square, Nagpur, Maharashtra, 440033",440015.0,,
Federal Bank,KERALA,Kollam,PATHANAPURAM,THE FEDERAL BANK LTD. NAZEEM TOWER K.P ROAD PATHANAPURAM-689695 KOLLAM DISTRICT,689695.0,,
Federal Bank,WEST BENGAL,Kolkata,Kolkata/ Shyam Bazar,"59, Bhupen Bose Avenue, Ground Floor, Shyambazar, Kolkata",700004.0,,
Federal Bank,KERALA,Kannur,VALLITHODE,"VALLITHODE, KILIYANTHARA P O",670706.0,,
Federal Bank,ORISSA,Ganjam,BRAHMAPUR,"THE FEDERAL BANK LTD., KAMAS INN BUILDING,TATA BENZ SQUARE, INDIA JANANA HOSPITAL ROAD, BRAHMAPUR, ODISHA, 760005",760005.0,,
Federal Bank,WEST BENGAL,Kolkata,Kolkata/ Jadavpur,"Federal Bank, No 6, Ground Floor, Subodh Chandra Mullick Road, Kolkata, West Bengal, Kolkata, West Bengal,",700032.0,,
Federal Bank,MAHARASHTRA,Satara,SATARA,"MALHAR PLAZA, PLOT NO. 15/3, RADHIKA ROAD, SATARA, MAHARASHTRA",415002.0,,
Federal Bank,TAMILNADU,Vellore,Edayansathu,"No 49 & 50 Arani Main Road, AV Complex, Opp government high school , 632002Edayansathu",632002.0,,
Federal Bank,KERALA,Kannur,KANNUR,"GRAND PLAZA, FORT ROAD, KANNUR",670001.0,,
Federal Bank,UTTAR PRADESH,Kanpur(Nagar),KANPUR,"24/11, THE MALL, POST BOX NO. 484, KANPUR",208001.0,,
Federal Bank,KERALA,Alappuzha,KOLLAKADAVU,Thaivilayil Building Kizhakkemukku Kollakadavu Alapuzha District Kerala 690509,690509.0,,
Federal Bank,KERALA,Pathanamthitta,MANNAMARUTHY,"Makkappuzha PO, Pathanamthitta 689676",689676.0,,
Federal Bank,KERALA,Kottayam,PALLICKATHODU,"The Federal Bank Limited Vellapallil Buildings Pala Road, Pallickathodu Kottayam Dist Kerala - 686503",686503.0,,
Federal Bank,TELANGANA,Hyderabad,Hyderabad/ Karmanghat,"Ground Floor, H. No. 10-4-67/5, Dharmapuri Colony, Karmanghat, Hyderabad, Telangana, Hyderabad, Telangana, 500035",500035.0,,
Federal Bank,KERALA,Kollam,EDAMON,"EDAMON 34 JN, EDAMON P.O, PUNALUR (VIA)",691307.0,,
Federal Bank,TAMILNADU,Villupuram,Chinnanerkunam (Kutteripattu),"275 C, Mailam road, Edapalayam village, Chinnanerkunam, Kooteripattu PO, Tindivanam Taluk, Villupuram, TamilNadu 604302",604302.0,,
Federal Bank,KERALA,Thrissur,CHALAKUDI NORTH,Chakkalamattath Tower CCMK Junction Chalakudy Thrissur 680037,680037.0,,
Federal Bank,KERALA,Pathanamthitta,ATHIKKAYAM,"RANNI-PERUNADU (via), NARANAMMUZHI P O, ATHIKKAYAM",689711.0,,
Federal Bank,TAMILNADU,Coimbotore,SULUR,"Ground Floor, 10, Kalangal Road, Sulur,Coimbatore, Tamil Nadu, Coimbatore, Tamilnadu, 641402",641402.0,,
Federal Bank,HARYANA,Hisar,Hisar,"Ground & Basement Floor, SCO- 155, Red Square Market, Hisar, Haryana, 125001",125001.0,,
Federal Bank,GUJARAT,Surat,KADODARA,FEDERAL BANK LTD. CORPORATE HOUSE NEAR BUS STAND KADODARA DIST SURAT GUJARAT,394327.0,,
Federal Bank,WEST BENGAL,Kolkata,KOLKATA / OVERSEAS,"OVERSEAS BRANCH, 21A, SHAKESPEARE SARANI, 1 ST FLOOR, SHAKESPEARE COURT,,",700017.0,,
Federal Bank,ASSAM,Kamrup,GUWAHATI/PALTAN BAZAR,"Ramanand Tower, G.S.Road, Paltan Bazar, Guwahati Assam 781007",781007.0,,
Federal Bank,KERALA,Alappuzha,MANNAR,"Arikupuram Shopping Centre Parumala, Mannar Pathanamthitta Dist -689 626 Kerala",689622.0,,
Federal Bank,KERALA,Pathanamthitta,POOVATHOOR,"POOVATHOOR, KOIPURAM",689531.0,,
Federal Bank,JHARKHAND,Bokaro,BOKARO STEEL CITY,"N1, 1st Floor, City Centre, Sector 4, Bokaro Steel City, Bokaro, Jharkhand 827004",827004.0,,
Federal Bank,KARNATAKA,Bangalore Rural,CHIKKAJALA,"Sri Byraveshwara Complex, No 82/3, Chikkajala Village Chikkajala Post, KIAL Road, Bangalore North Taluk",562157.0,,
Federal Bank,PUNJAB,Jalandhar,Nakodar,"Vishal Tower Noormahal Road Nakodar, Jalandhar District Punjab",144040.0,,
Federal Bank,KARNATAKA,Bangalore Urban,BANGALORE / JALAHALLI,"17/1, SAVITHRI, S M ROAD, JALAHALLI WEST, BANGALORE, KARNATAKA",560015.0,,
Federal Bank,KERALA,Thrissur,THRISSUR / EAST FORT,"THRISSUR EAST FORT, DOOR NO.8/107/6, GROUND FLOOR, CITY CASTLE, EAST FORT, THRISSUR",680005.0,,
Cholamandalam,nan,Vadakkencherry,Cholamandalam Investment and Finance Company Limited,"1st Flr, Delma Express Building, Bazar Rd, Bazar, Opp. Cherupushpam Secondary School, Vadakkencherry - 678683",678683,10.5927301,76.4846285
Cholamandalam,nan,Nagpur,Cholamandalam Investment and Finance Company Limited,"No. 2, 3rd Flr, L& T Building, Ambazari Rd, Shivaji Nagar, Opp. Wockhardt Hospital Nagpur - 440015",440015,21.1351915,79.0582555
Cholamandalam,nan,Dudu,Cholamandalam Investment and Finance Company Limited,"No. 5954, 2 & 21, Ground Floor, Highway Road, Near Federal Bank Dudu - 303008",303008,26.6808832,75.2359039
Cholamandalam,nan,Howrah,Cholamandalam Investment and Finance Company Limited,"1st Floor, Commercial Complex, Ankurhati Main Road Howrah - 711302",711302,22.5858109,88.2309879
Cholamandalam,nan,Kolkata,Chola Gold Loan,"1st Floor, Aruna Apartment, Barasat Road, Sodepur, Near Majumder's Workout Kolkata - 700110",700110,22.6957548,88.3959757
Cholamandalam,nan,Mirzapur,Cholamandalam Investment and Finance Company Limited,"No. 87 & 10, 1st Floor, Triveni Campus, Ratanganj Mirzapur - 231001",231001,25.1405105,82.5673034
Cholamandalam,nan,Jaipur,Cholamandalam Investment and Finance Company Limited,"No. D-67, 1st Floor, Adarsh Nagar, Near Ice Factory Jaipur - 302004",302004,26.8990544,75.8326711
Cholamandalam,nan,Lingsugur,Cholamandalam Investment and Finance Company Limited,"1st floor, Raichur Rd, Above Sree Vijayalaxmi TVS Showroom Lingsugur - 584122",584122,16.1545643,76.5315505
Cholamandalam,nan,Rajnandgaon,Cholamandalam Investment and Finance Company Limited,"1st Floor, Great Eastern Rd, Rishabh Tower, Lalbagh, Near LG Electronics Rajnandgaon - 491441",491441,21.0964045,81.0283558
Cholamandalam,nan,Paonta Sahib,Cholamandalam Investment and Finance Company Limited,"No. 108/6, 1st Floor, Herbertpur-Poanta Sahib Rd, Opp. Smart Point Paonta Sahib - 173025",173025,30.4398476,77.6179963
Cholamandalam,nan,Poonamallee,Cholamandalam Investment and Finance Company Limited,"No.41, 1st Floor, Poonamallee High Rd, Velappanchavadi, Near LIC Office Poonamallee - 600077",600077,13.060987,80.1385739
Cholamandalam,nan,Balugaon,Cholamandalam Investment and Finance Company Limited,"1st Floor, Main Road, Singeswar, Near Kalyani Mandap Balugaon - 752030",752030,19.7519804,85.2086129
Cholamandalam,nan,Gaya,Cholamandalam Investment and Finance Company Limited,"4th Floor, GS plaza, Durga Bari, Near East Gate of Zila school Gaya - 823001",823001,24.7903018,85.0076732
Cholamandalam,nan,Bharuch,Cholamandalam Investment and Finance Company Limited,"No.806-809, 8th Floor, Golden Square, Old NH 8, Bholav, Near ABC Circle Bharuch - 392001",392001,21.72273,73.00464
Cholamandalam,nan,Bobbili,Cholamandalam Investment and Finance Company Limited,"No19-98/1, Siripurapu Street, Maharanipeta, Near Indian Bank Bobbili - 535558",535558,18.576392,83.363075
Cholamandalam,nan,Kestopur,Chola Gold Loan,"No, BD-53, Kamal Park Road, Rabindrapally Market Kestopur - 700102",700102,22.6018969,88.4280685
Cholamandalam,nan,Doddaballapura,Cholamandalam Investment and Finance Company Limited,"No. 66/1, 1st Flr, DVV Complex, D Cross Main Rd, Rojipur, Near LIC Office Doddaballapura - 561203",561203,13.3040307,77.5434584
Cholamandalam,nan,Kullu,Cholamandalam Investment and Finance Company Limited,"No. 216 & 11, First Floor, Bhuntar - Ramshila Rd, Gandhi Nagar Kullu - 175101",175101,31.9480775,77.1090174
Cholamandalam,nan,Semalkhedi,Cholamandalam Investment and Finance Company Limited,"1st Floor, Link Road, Above SBI Semalkhedi - 464228",464228,24.100748,77.69704
Cholamandalam,nan,Simdega,Cholamandalam Investment and Finance Company Limited,"1st Flr, Gumla - Ranchi Rd, Baraik, Opp Indian Oil Petrol Pump Simdega - 835223",835223,22.6261845,84.5039533
Cholamandalam,nan,Tadepalligudem,Cholamandalam Investment and Finance Company Limited,"No. 2-12-19, 1st Floor, Kam Nursing Home Complex, Railway Station Rd, Ramarao Peta Tadepalligudem - 534101",534101,16.810722,81.5285939
Cholamandalam,nan,Hosadurga,Cholamandalam Investment and Finance Company Limited,"1st Floor, B T Complex, TH Rd, TB Circle, Vidyanagara, Above Sujatha Medical Hosadurga - 577527",577527,13.7981201,76.2762271
Cholamandalam,nan,Etah,Cholamandalam Investment and Finance Company Limited,"1st Floor, Awagarh - Etah Rd, Shringar Nagar, Near Rashmilok Takies Etah - 207001",207001,27.5601564,78.6534971
Cholamandalam,nan,Habra,Cholamandalam Investment and Finance Company Limited,"1st Floor, Barasat Rd, Bangaon, Above Mahindra Motors Habra - 743235",743235,23.0296754,88.8204792
Cholamandalam,nan,Kanchipuram,Cholamandalam Investment and Finance Company Limited,"No. 42, 1st Floor, Vallal Pachaiyappan Street, Pillaiyarpalayam Kanchipuram - 631501",631501,12.8283077,79.7036116
Cholamandalam,nan,Dhamtari,Cholamandalam Investment and Finance Company Limited,"No. 12, Ground Floor, Kurud Dhamtari - 493663",493663,20.8302568,81.7132502
Cholamandalam,nan,Bongaigaon,Cholamandalam Investment and Finance Company Limited,"1st Floor, Chapaguri Road, Amguri, Above Chevrolet Showroom Bongaigaon - 783380",783380,26.4926595,90.5512357
Cholamandalam,nan,Thittakudi,Cholamandalam Investment and Finance Company Limited,"No. 5, 1st Flr, Sri Kumaravelu Complex, Main Road, Vashittapuram, Near Sanjana Super Market Thittakudi - 606106",606106,11.3999735,79.1280302
Cholamandalam,nan,Coimbatore,Cholamandalam Investment and Finance Company Limited,"No. 268/2, 1st Floor, Mettupalayam Road, Saibaba Koil, Near Chandra Honda Coimbatore - 641043",641043,11.0286069,76.9510213
Cholamandalam,nan,Karimnagar,Cholamandalam Investment and Finance Company Limited (Home Loans),"No. 21, 2nd Floor, City Centre, Karimnagar - Sircilla Rd, Jyothinagar Karimnagar - 505001",505001,18.4386557,79.128878
Cholamandalam,nan,Wadakkanchery,Cholamandalam Investment and Finance Company Limited,"No.128/2, 1st Flr, Emi Naiza Complex, Railway Station Rd, Pullanikkad, Opp. Lic Wadakkanchery - 680623",680623,10.6513283,76.2405223
Cholamandalam,nan,Kumbakonam,Cholamandalam Investment and Finance Company Limited (Home Loans),"No.4, Sannathi St, Valayapettai Agraharam, Near DTDC EXPRESS Kumbakonam - 612001",612001,10.9589509,79.3793419
Cholamandalam,nan,Machilipatnam,Cholamandalam Investment and Finance Company Limited,"No. 15/546 & 15, MIG 70-A, 2nd Floor, Housing Board Colony Machilipatnam - 521001",521001,16.1994961,81.1329325
Cholamandalam,nan,Bokaro Steel City,Cholamandalam Investment and Finance Company Limited,"Ground Floor, HF8, City Center, Sector 4, Near Devi Cinema Bokaro Steel City - 827004",827004,23.6663248,86.1487858
Cholamandalam,nan,Haldia,Cholamandalam Investment and Finance Company Limited,"1st Floor, HPL Link Rd, Durgachak, Opp. Hotel Classic Haldia - 721602",721602,22.0805594,88.1402652
Cholamandalam,nan,Mungeli,Cholamandalam Investment and Finance Company Limited,"Ground Flr, Bilaspur Road, Near LIC office Mungeli - 495334",495334,22.0747727,81.7039367
Cholamandalam,nan,Thiruvalla,Cholamandalam Investment and Finance Company Limited,"No. 61/72-76, 2nd Flr, International shopping mall, TK Road, Opp. St.Thomas Evangelical Church Thiruvalla - 689105",689105,9.3843254,76.5894299
Cholamandalam,nan,Mahasamund,Cholamandalam Investment and Finance Company Limited,"Ground Floor, Old Asian Hwy 46, Basna, Above Shubham Auto Parts Mahasamund - 493554",493554,21.278913,82.824704
Cholamandalam,nan,Sindagi,Cholamandalam Investment and Finance Company Limited,"1st Floor, Sree Bhagyashree Complex, Sindagi Kalaburagi Rd, Golibar Maddi, Opp. Trends Sindagi - 586128",586128,16.9166298,76.230133
Cholamandalam,nan,Saharanpur,Cholamandalam Investment and Finance Company Limited,"2nd Floor, Balaji Tower, Dehli Road, Near Bhagwan Motor Saharanpur - 247001",247001,29.9334423,77.533542
Cholamandalam,nan,Vita,Cholamandalam Investment and Finance Company Limited,"No. 103, 1st Floor, Bapaji Arcade, Vita Mayani Road, Hanmant Bazar Vita - 415311",415311,17.2762267,74.5381604
Cholamandalam,nan,Kollam,Cholamandalam Investment and Finance Company Limited,"2nd floor, Elysium Building, Nr Traffic signal, Kappalandimukku, Polayathod Kollam - 691010",691010,8.8806733,76.6049164
Cholamandalam,nan,Bahraich,Cholamandalam Investment and Finance Company Limited,"No.481, 1st Floor, Civil Lines Rd, Pani Tanki Chauraha, Brahmnipura Bahraich - 271801",271801,27.5655022,81.5963108
Cholamandalam,nan,Omerga,Cholamandalam Investment and Finance Company Limited,"No. 40/10, Ground Floor, Bhimnagar Road Omerga - 413606",413606,17.838801,76.6240377
Cholamandalam,nan,Valanchery,Cholamandalam Investment and Finance Company Limited,"No. 8/144, 2nd Floor, Grand Residency, Calicut Road, Opp. Colours Avenue Valanchery - 676552",676552,10.8903637,76.0701135
Cholamandalam,nan,Pudukkottai,Cholamandalam Investment and Finance Company Limited,"No. 52&54, TS-9952 & 9954, Alangudi Road, Marthandapuram, Behind Shanthi Theatre Pudukkottai - 622001",622001,10.3768216,78.822949
Cholamandalam,nan,Churu,Cholamandalam Investment and Finance Company Limited,"2nd Floor, Naya Bass, Near Town Hall Churu - 331001",331001,28.2895437,74.9619234
Cholamandalam,nan,Bijapur,Cholamandalam Investment and Finance Company Limited,"2nd Flr, Omkar Plaza, Solapur Road, Karnataka Housing Board Colony, Above HDFC Bank Bijapur - 586103",586103,16.8425395,75.7085232
Cholamandalam,nan,Bengaluru,Cholamandalam Investment and Finance Company Limited,"No. 439/450, Ground Floor, 15th cross, Navaratan Gardens, Konanakunte Bengaluru - 560062",560062,12.879042,77.5547905
Cholamandalam,nan,Kasibugga,Cholamandalam Investment and Finance Company Limited,"No.221/7, Kasibugga-tharlakota Rd, Shivaji Nagar, Opp Lic Office Kasibugga - 532222",532222,18.7651431,84.4187852
Cholamandalam,nan,Karjan,Cholamandalam Investment and Finance Company Limited,"No. 1st F-23, Shivam Avenue, SH 160, Juna Bazar, Bodana, Beside Nayara Petrol Bunk Karjan - 391240",391240,22.0491858,73.1286808
Cholamandalam,nan,Sivasagar,Cholamandalam Investment and Finance Company Limited,"1st Floor, Assam Trunk Rd, Beside TVS Sivasagar - 785640",785640,26.9774286,94.631827
